Chr Gene nSNPs nSims Start Stop Test Pvalue
"1" "SSX2IP" 24 1000 84882184 84928768 12.1697737867774 0.792
"1" "ST3GAL3" 41 1000 43945804 44169418 41.8866109834672 0.35
"1" "ST6GALNAC3" 138 1000 76312991 76869220 150.189116803215 0.332
"1" "ST6GALNAC5" 37 1000 77105773 77302325 30.7750195125489 0.564
"1" "ST7L" 17 1e+05 112867663 112963563 34.6773672658298 0.09098
"1" "STIL" 19 1000 47488397 47552406 21.0863590477481 0.335
"1" "STK40" 32 1000 36577811 36624072 24.4351864629134 0.564
"1" "STMN1" 10 1000 26099193 26105955 10.4717894125479 0.325
"1" "STX12" 1 1000 27972280 28023550 0.0796295956666883 0.781
"1" "STX6" 32 1e+05 179208798 179258669 62.1504998329817 0.05676
"1" "STXBP3" 47 1000 109090807 109153671 62.5710694988548 0.201
"1" "SUSD4" 25 1000 221460783 221604167 16.5016557024461 0.637
"1" "SV2A" 13 1e+05 148141858 148156054 30.7367567619719 0.05911
"1" "SYCP1" 17 1000 115198977 115339513 15.7465817847656 0.429
"1" "SYDE2" 33 1000 85395943 85439316 17.476428916794 0.848
"1" "SYF2" 7 1000 25421353 25431600 2.00172548119756 0.924
"1" "SYNC1" 4 1000 32918093 32940948 0.949001259698379 0.853
"1" "SYPL2" 13 1000 109810622 109826287 11.4264790806548 0.404
"1" "SYT11" 11 1000 154095923 154121463 10.766563559371 0.338
"1" "SYT14" 26 1000 208178160 208404256 16.1094483906999 0.613
"1" "SYT2" 36 1000 200831510 200946168 17.3668741038871 0.889
"1" "SYT6" 51 1000 114433436 114497995 29.7060047493811 0.884
"1" "SYTL1" 11 1000 27541099 27553008 1.38206225454569 0.986
"1" "TACSTD2" 13 1e+05 58813682 58815754 41.7335269512982 0.00937
"1" "TADA1L" 19 1000 165092372 165112103 27.6198858856387 0.183
"1" "TAF12" 8 1000 28802199 28842172 2.84805030833486 0.764
"1" "TAF13" 13 1000 109408520 109420147 9.76496947134505 0.557
"1" "TAF1A" 24 1000 220798287 220829878 6.26090769526459 0.967
"1" "TAF5L" 25 1000 227795486 227828417 5.51584438899562 0.985
"1" "TAGLN2" 44 1000 158154526 158161908 56.7520405052698 0.204
"1" "TAL1" 20 1000 47454550 47468030 24.879079499383 0.256
"1" "TARBP1" 49 1000 232593681 232681472 72.7913018592602 0.109
"1" "TARDBP" 26 1000 10995265 11008136 18.5277331651616 0.505
"1" "TARS2" 12 1000 148726543 148746373 11.4046157565337 0.412
"1" "TAS1R1" 31 1000 6538020 6562404 28.5779552846934 0.466
"1" "TAS1R2" 34 1000 19038679 19058742 47.2597842710787 0.191
"1" "TAS1R3" 13 1000 1256588 1259707 12.822554951333 0.333
"1" "TATDN3" 13 1000 211031807 211056591 17.6276303655097 0.225
"1" "TBCE" 18 1000 233597350 233678903 22.4209199245132 0.241
"1" "TBX15" 34 1000 119227188 119333702 18.3069261022561 0.792
"1" "TBX19" 22 1000 166516901 166550288 22.6939844635115 0.35
"1" "TCEA3" 21 1000 23580141 23623848 21.9452399838746 0.351
"1" "TCEB3" 13 1000 23942548 23958970 8.90149392551323 0.538
"1" "TCHH" 5 1e+05 150345416 150353180 11.5872865379629 0.09147
"1" "TCHHL1" 7 1e+05 150323243 150328164 14.6787240400238 0.08835
"1" "TCTEX1D1" 22 1000 66990729 67017058 20.031035581703 0.484
"1" "TCTEX1D4" 16 1000 45044172 45045544 5.98380325171196 0.715
"1" "TDRD10" 27 1e+05 152741318 152787247 51.2802846228047 0.09766
"1" "TDRD5" 33 1000 177827647 177927021 42.0382675356208 0.261
"1" "TDRKH" 21 1e+05 150010664 150029634 54.2301189138949 0.03172
"1" "TEDDM1" 25 1000 180633874 180636374 26.5262472206714 0.376
"1" "TEKT2" 11 1000 36322262 36326463 12.4019820766188 0.298
"1" "TESK2" 28 1000 45582141 45729427 9.46867573897226 0.892
"1" "TFAP2E" 2 1000 35811557 35833514 0.287057844200008 0.834
"1" "TFB2M" 20 1000 244770488 244796186 11.925017126565 0.742
"1" "TGFB2" 28 1000 216586490 216681593 27.1475021475331 0.432
"1" "TGFBR3" 78 1000 91920574 92124243 67.949034323913 0.571
"1" "THAP3" 29 1000 6607838 6618232 28.8090616223677 0.376
"1" "THBS3" 25 1000 153432002 153444314 7.72587118900163 0.857
"1" "THEM4" 21 1e+05 150112683 150148737 51.9293920035393 0.04295
"1" "THEM5" 28 1e+05 150086200 150092797 68.9439783599984 0.02386
"1" "THRAP3" 16 1000 36462603 36543544 6.27498247588396 0.794
"1" "TIE1" 22 1000 43539250 43561366 16.3903816466811 0.54
"1" "TIMM17A" 35 1000 200191270 200206412 20.4916095692374 0.797
"1" "TINAGL1" 20 1000 31814746 31825874 25.9508947701361 0.249
"1" "TIPRL" 16 1000 166414794 166437975 19.2545035168368 0.262
"1" "TLR5" 6 1000 221350206 221383247 0.581165093556807 0.972
"1" "TM2D1" 28 1000 61919306 61963683 29.3556465687706 0.391
"1" "TMCC2" 18 1000 203463713 203509093 12.3899986306532 0.596
"1" "TMCO1" 30 1000 163960151 164004759 8.71345853203587 0.972
"1" "TMCO2" 16 1000 40486159 40489952 8.55222852710281 0.672
"1" "TMCO4" 63 1000 19881292 19998997 35.2197296249969 0.942
"1" "TMED5" 11 1000 93389996 93418834 9.24532580350588 0.454
"1" "TMEM125" 26 1000 43508993 43512260 17.8713451786505 0.66
"1" "TMEM167B" 12 1000 109434925 109441077 10.1612505782487 0.483
"1" "TMEM183A" 19 1000 201243156 201259820 30.1804218968092 0.124
"1" "TMEM183B" 19 1000 201243158 201259291 30.1804218968092 0.129
"1" "TMEM200B" 16 1000 29318526 29322994 10.6633109113195 0.638
"1" "TMEM201" 16 1000 9571566 9587594 5.01976394738048 0.825
"1" "TMEM206" 22 1000 210604438 210654890 26.7002516912608 0.301
"1" "TMEM222" 10 1000 27521222 27535478 1.34581218541034 0.968
"1" "TMEM39B" 6 1e+05 32311089 32341054 17.6484645457685 0.07183
"1" "TMEM48" 19 1000 54005975 54076763 24.4041521480875 0.261
"1" "TMEM50A" 2 1000 25537397 25561439 0.156774907791424 0.913
"1" "TMEM51" 58 1000 15352815 15419459 54.4463610653855 0.46
"1" "TMEM52" 14 1000 1838889 1840567 8.13370210679431 0.633
"1" "TMEM53" 22 1000 44892087 44912686 10.816446249248 0.764
"1" "TMEM54" 13 1000 33132782 33139540 10.6460233952184 0.44
"1" "TMEM56" 30 1000 95355571 95431462 31.4288434028203 0.351
"1" "TMEM57" 4 1000 25630005 25698516 1.1139373839567 0.582
"1" "TMEM59" 10 1000 54269936 54291699 2.95519694897292 0.81
"1" "TMEM61" 33 1000 55219052 55230554 46.4359860610376 0.17
"1" "TMEM63A" 29 1e+05 224099862 224136671 55.5660162306972 0.07233
"1" "TMEM69" 9 1000 45926433 45932695 18.4830208211096 0.135
"1" "TMEM77" 19 1000 111461476 111484361 6.51221233474183 0.828
"1" "TMEM79" 24 1000 154519362 154528858 11.3037238789851 0.67
"1" "TMEM81" 25 1000 203318879 203320211 7.62844551465888 0.88
"1" "TMEM82" 26 1000 15941503 15947064 5.00184466717352 0.987
"1" "TMEM9" 63 1000 199370522 199390241 51.4257071295542 0.604
"1" "TMOD4" 16 1e+05 149409086 149415171 36.1309953272735 0.05653
"1" "TNFAIP8L2" 16 1e+05 149395728 149398849 36.6318363433667 0.06127
"1" "TNFRSF14" 22 1e+05 2479150 2486613 50.0725376050621 0.07769
"1" "TNFRSF18" 19 1000 1128750 1131952 11.5983360347805 0.688
"1" "TNFRSF1B" 28 1e+05 12149646 12191864 45.3777614791112 0.08505
"1" "TNFRSF25" 20 1000 6443800 6448842 11.4461113020999 0.707
"1" "TNFRSF4" 19 1000 1136568 1139375 11.5983360347805 0.699
"1" "TNFRSF8" 38 1000 12046020 12126851 55.8782657279264 0.113
"1" "TNFRSF9" 13 1000 7902493 7923474 10.6880649693022 0.484
"1" "TNFSF18" 11 1000 171276982 171286726 4.72554137583507 0.741
"1" "TNFSF4" 18 1000 171419492 171443094 17.7965445558909 0.417
"1" "TNN" 37 1000 173303616 173383825 45.8904239014405 0.255
"1" "TNNI1" 45 1000 199639517 199657497 47.4683025172299 0.348
"1" "TNNI3K" 54 1000 74436534 74782696 55.402430770089 0.395
"1" "TNNT2" 54 1000 199594764 199613428 44.6205187696058 0.56
"1" "TNR" 101 1000 173558557 173979375 92.3940438286225 0.569
"1" "TNRC4" 12 1e+05 149941453 149955914 23.6245731713474 0.10672
"1" "TNRP" 7 1000 27192781 27199964 4.88681224400415 0.63
"1" "TOE1" 12 1000 45577928 45582237 4.04564018219384 0.912
"1" "TOMM20" 11 1000 233339282 233358754 7.13351195703989 0.594
"1" "TOMM40L" 44 1000 159462456 159467031 34.4476686291404 0.596
"1" "TOR1AIP1" 19 1000 178118042 178155834 17.4914333739738 0.399
"1" "TOR1AIP2" 23 1000 178080575 178113557 15.1472784319316 0.603
"1" "TOR3A" 29 1000 177317734 177331752 20.7738426128765 0.572
"1" "TP53BP2" 26 1000 222034217 222100297 26.6174733253728 0.383
"1" "TP73" 55 1000 3558988 3640327 45.4390785623478 0.652
"1" "TPM3" 18 1000 152394403 152431233 22.4520676094874 0.301
"1" "TPR" 32 1000 184547408 184611080 23.7805522770226 0.558
"1" "TPRG1L" 29 1000 3531415 3536554 27.8704295674125 0.454
"1" "TRAF3IP3" 27 1000 207996146 208022288 38.8341579038068 0.196
"1" "TRAF5" 13 1000 209566579 209614909 5.02247679156618 0.853
"1" "TRAPPC3" 14 1000 36374759 36387654 16.2188988949267 0.282
"1" "TRIM11" 19 1000 226647999 226661140 18.6765848369997 0.377
"1" "TRIM17" 19 1000 226662263 226670977 23.1285613666766 0.262
"1" "TRIM33" 21 1000 114736921 114855304 24.9986163670464 0.271
"1" "TRIM45" 20 1000 117455210 117465934 9.5203613910131 0.779
"1" "TRIM46" 24 1000 153412983 153424069 5.61643184667946 0.932
"1" "TRIM58" 37 1000 246087123 246110061 28.2065871969811 0.576
"1" "TRIM62" 13 1000 33383590 33419854 7.73258245429869 0.58
"1" "TRIM63" 16 1000 26250384 26266708 20.5369516944456 0.262
"1" "TRIM67" 36 1000 229365296 229423937 47.0210626346066 0.226
"1" "TRIT1" 21 1000 40079314 40121764 30.0561960983265 0.182
"1" "TROVE2" 11 1000 191295375 191327529 18.5097903950755 0.163
"1" "TRSPAP1" 10 1000 28752115 28777644 2.3476110212355 0.802
"1" "TSEN15" 22 1e+05 182287433 182309967 46.4147904102018 0.05782
"1" "TSHB" 29 1000 115373937 115378464 20.285335124905 0.592
"1" "TSNAX" 13 1000 229731021 229768892 14.7654282150403 0.325
"1" "TSPAN1" 14 1000 46418798 46424217 9.15156185855716 0.593
"1" "TSPAN2" 41 1000 115392155 115433638 37.4016230903971 0.469
"1" "TSSK3" 4 1000 32600448 32602511 0.353386817654313 0.98
"1" "TTC13" 34 1000 229108611 229181230 29.9372358776553 0.484
"1" "TTC22" 30 1000 55019339 55039529 10.6865443326277 0.945
"1" "TTC24" 17 1000 154818645 154823526 14.2240763322139 0.41
"1" "TTC39A" 11 1000 51525369 51560526 6.21230052502985 0.676
"1" "TTC4" 32 1e+05 54954116 54980569 59.5465211966756 0.05545
"1" "TTF2" 30 1000 117404471 117447014 22.196151135429 0.651
"1" "TTLL10" 24 1000 1099148 1123176 34.918956365639 0.176
"1" "TTLL7" 20 1000 84107644 84237421 26.6021798586607 0.231
"1" "TUFT1" 19 1000 149779404 149822683 21.521141705471 0.313
"1" "TXLNA" 8 1e+05 32417931 32436473 21.3345460068421 0.0657
"1" "TXNDC12" 5 1000 52258391 52293635 6.88138764945508 0.229
"1" "TXNIP" 4 1000 144149818 144153985 0.631944882910384 0.869
"1" "TYW3" 30 1000 74971427 75003896 20.6631407948121 0.629
"1" "UAP1" 15 1000 160797919 160836257 14.693057882555 0.389
"1" "UBAP2L" 23 1000 152459278 152509953 24.9513230721733 0.311
"1" "UBE2J2" 20 1000 1179154 1199097 12.6357857594736 0.615
"1" "UBE2Q1" 17 1e+05 152787674 152797744 38.457521956352 0.06036
"1" "UBE2T" 16 1e+05 200567407 200577707 33.6615895491429 0.0889
"1" "UBE2U" 22 1000 64442077 64482615 6.4893941050505 0.952
"1" "UBE4B" 22 1000 10015602 10163883 12.2460440348606 0.726
"1" "UBIAD1" 5 1000 11255865 11268929 1.39218039332559 0.694
"1" "UBL4B" 18 1000 110456584 110458092 20.4167925961428 0.347
"1" "UBQLN4" 16 1000 154271715 154290140 20.1981529040263 0.242
"1" "UBR4" 32 1000 19273586 19409333 18.2811001960736 0.676
"1" "UBXD3" 27 1000 20385164 20392529 22.8230844264058 0.557
"1" "UBXD5" 33 1000 26481359 26517343 18.5744929503789 0.717
"1" "UCHL5" 9 1000 191251521 191295144 15.0840337534002 0.193
"1" "UCK2" 30 1e+05 164063513 164143963 78.0126206328918 0.0072
"1" "UFC1" 20 1000 159390157 159395270 6.70256725721318 0.865
"1" "UHMK1" 14 1000 160734278 160760468 2.98036630765612 0.938
"1" "UQCRH" 23 1000 46541966 46555034 8.56855074977385 0.801
"1" "UROD" 16 1000 45250416 45253928 5.13525002239191 0.853
"1" "USF1" 23 1000 159275664 159282381 7.27043964051039 0.914
"1" "USH2A" 141 1000 213862858 214663361 149.942535066253 0.38
"1" "USP1" 13 1e+05 62674562 62690063 25.255585648316 0.09017
"1" "USP21" 26 1000 159395877 159402140 14.7504619288492 0.715
"1" "USP24" 35 1000 55304619 55453350 29.205105669604 0.511
"1" "USP33" 11 1000 77934261 77998125 7.63530848147404 0.535
"1" "USP48" 36 1e+05 21877378 21982275 60.5106951274977 0.07397
"1" "UTP11L" 21 1000 38250970 38263084 21.5700355087944 0.405
"1" "UTS2" 25 1000 7830261 7836159 34.1829511866644 0.235
"1" "VAMP3" 23 1000 7753915 7764079 35.3312656759947 0.149
"1" "VAMP4" 35 1000 169938782 169977837 48.3566016772318 0.22
"1" "VANGL1" 48 1000 115986096 116042368 40.5434680655429 0.534
"1" "VANGL2" 22 1000 158636990 158665088 13.1314713771756 0.651
"1" "VASH2" 21 1000 211190599 211230871 3.60586497572044 0.998
"1" "VAV3" 85 1e+05 107915304 108309068 133.778404219325 0.06663
"1" "VCAM1" 14 1000 100957884 100977189 6.6912715904953 0.832
"1" "VHLL" 19 1000 154535038 154535714 9.15613782087682 0.555
"1" "VN1R5" 13 1000 245485996 245487070 13.1614337680292 0.376
"1" "VPS13D" 34 1000 12212699 12494685 18.4070170341204 0.891
"1" "VPS45" 11 1000 148305965 148384129 18.2619539459341 0.162
"1" "VPS72" 16 1e+05 149415557 149429264 36.1309953272735 0.05781
"1" "VSIG8" 38 1000 158090729 158099071 33.1947013625346 0.506
"1" "VTCN1" 31 1000 117487731 117555072 12.7495753603366 0.929
"1" "VWA1" 8 1000 1360771 1366009 4.73768867332011 0.59
"1" "WARS2" 29 1000 119375361 119484818 21.6265941847015 0.573
"1" "WASF2" 14 1000 27604712 27689256 2.96232286006334 0.917
"1" "WDR26" 14 1000 222639467 222688355 1.92416805796411 0.993
"1" "WDR3" 11 1000 118273913 118304572 11.9814631496276 0.314
"1" "WDR42A" 24 1000 158452128 158498603 16.6056059215553 0.671
"1" "WDR47" 32 1000 109314358 109386258 22.2096907771855 0.633
"1" "WDR57" 26 1e+05 31505001 31542231 63.7236885164805 0.07415
"1" "WDR63" 36 1000 85300594 85371407 27.8104544402195 0.615
"1" "WDR64" 62 1000 239913504 240031580 54.8452307730647 0.566
"1" "WDR65" 25 1000 43410612 43449136 13.7563051219588 0.79
"1" "WDR77" 30 1000 111784034 111793353 38.2134348499705 0.244
"1" "WDR78" 21 1000 67051159 67163158 12.0633200592921 0.789
"1" "WDR8" 31 1000 3537198 3556497 27.3253993574457 0.514
"1" "WDTC1" 14 1000 27433745 27507322 13.0640099606823 0.392
"1" "WNT2B" 19 1e+05 112811562 112865428 38.5919404827439 0.06989
"1" "WNT3A" 20 1000 226261374 226315584 12.2482127324581 0.632
"1" "WNT4" 35 1000 22316384 22342106 18.0507387770016 0.862
"1" "WNT9A" 17 1000 226175319 226202222 10.6155855775881 0.664
"1" "XCL1" 29 1000 166812479 166817939 27.3937748399359 0.468
"1" "XCL2" 23 1000 166776626 166779859 40.7754583394779 0.106
"1" "XKR8" 18 1000 28159090 28167191 24.8248218597355 0.223
"1" "XPR1" 34 1000 178867795 179122103 28.7601153788157 0.5
"1" "YARS" 20 1000 33013426 33056220 16.4199105789732 0.492
"1" "YBX1" 17 1000 42920652 42940607 10.4035678787825 0.635
"1" "YIPF1" 21 1e+05 54089993 54128041 43.8113315603829 0.08081
"1" "YOD1" 24 1000 205283816 205291045 8.81528086393189 0.891
"1" "YRDC" 11 1000 38041200 38046452 7.3692684343623 0.573
"1" "YTHDF2" 13 1000 28935722 28968874 5.2272980374122 0.757
"1" "YY1AP1" 6 1e+05 153895856 153925415 23.3125166658414 0.022
"1" "ZBTB17" 28 1000 16140950 16175214 25.9569559579671 0.441
"1" "ZBTB37" 15 1000 172104115 172122397 9.06281616342484 0.626
"1" "ZBTB40" 25 1000 22650930 22730237 37.6487213134831 0.146
"1" "ZBTB41" 10 1000 195389436 195436295 14.5144094480696 0.211
"1" "ZBTB48" 26 1000 6562649 6571927 23.1461057677128 0.443
"1" "ZBTB7B" 22 1000 153241735 153257623 6.17238745410155 0.945
"1" "ZBTB8" 13 1000 32777358 32844129 6.95158712998931 0.673
"1" "ZBTB8OS" 8 1000 32859893 32888772 4.36280712375374 0.676
"1" "ZC3H11A" 21 1000 202031373 202089879 12.8930029382039 0.678
"1" "ZC3H12A" 21 1000 37712705 37722565 19.6673113004927 0.464
"1" "ZCCHC11" 16 1000 52661535 52791331 16.8340257342639 0.348
"1" "ZCCHC17" 33 1e+05 31542428 31610367 89.7582891782497 0.06443
"1" "ZDHHC18" 9 1000 27025787 27054795 2.1450189545314 0.883
"1" "ZFYVE9" 17 1000 52380633 52584946 20.8190343176447 0.264
"1" "ZMPSTE24" 20 1000 40496319 40532443 11.206162744764 0.758
"1" "ZMYM1" 3 1000 35317558 35354042 0.204758205293224 0.907
"1" "ZMYM4" 2 1000 35507154 35660132 0.223239753534103 0.838
"1" "ZMYM6" 3 1000 35224353 35270156 2.47622661982431 0.46
"1" "ZMYND12" 11 1e+05 42668680 42694514 23.6560492893507 0.085
"1" "ZNF124" 26 1000 245385825 245401941 36.5439763858945 0.167
"1" "ZNF238" 28 1000 242281183 242287403 20.9862621743689 0.642
"1" "ZNF281" 8 1000 198642042 198645789 7.5297796542105 0.398
"1" "ZNF326" 14 1000 90233265 90266682 19.3919923116135 0.212
"1" "ZNF362" 23 1000 33494760 33538907 34.1690533493465 0.202
"1" "ZNF436" 18 1000 23558527 23568944 21.1179596594548 0.3
"1" "ZNF496" 24 1000 245530244 245561668 25.7006029780512 0.319
"1" "ZNF593" 31 1000 26368974 26369951 16.2485866512811 0.769
"1" "ZNF642" 16 1000 40715888 40734602 10.9431816637734 0.634
"1" "ZNF643" 15 1000 40688365 40701939 18.5647104510594 0.295
"1" "ZNF644" 22 1000 91153444 91260259 13.7485352635833 0.664
"1" "ZNF648" 15 1000 180290327 180297470 26.0234201727777 0.135
"1" "ZNF669" 17 1000 245329915 245334251 16.2765130140929 0.383
"1" "ZNF670" 24 1000 245266709 245308692 32.7473558700965 0.223
"1" "ZNF672" 18 1000 247099152 247110337 12.7613307379089 0.557
"1" "ZNF678" 13 1000 225817866 225910748 6.4617752958705 0.674
"1" "ZNF683" 36 1000 26560711 26571853 26.707127830891 0.644
"1" "ZNF684" 18 1000 40769819 40786426 8.88608437588446 0.742
"1" "ZNF687" 13 1000 149521414 149531005 5.36354112187058 0.655
"1" "ZNF691" 20 1000 43084866 43090733 7.75754685411484 0.933
"1" "ZNF692" 15 1000 247110827 247119894 9.2434575856248 0.604
"1" "ZNF695" 23 1000 245215248 245237978 34.4478845748851 0.205
"1" "ZNF697" 24 1000 119963522 119991913 27.780195291117 0.33
"1" "ZNHIT6" 19 1000 85891078 85946689 20.7734636283099 0.333
"1" "ZP4" 23 1e+05 236112332 236120558 47.7304804527064 0.07098
"1" "ZRANB2" 8 1000 71301561 71319333 7.7589831202783 0.391
"1" "ZSCAN20" 30 1000 33710818 33734582 27.6982561500431 0.45
"1" "ZSWIM5" 25 1000 45254662 45444837 6.61679827192619 0.955
"1" "ZYG11B" 19 1000 52964768 53063913 10.4932595388263 0.639
"1" "ZZZ3" 20 1000 77802777 77920931 9.46430332077109 0.786
"2" "A26C1A" 2 1000 131692393 131738886 0.0637521040122603 0.971
"2" "A26C1B" 3 1000 130547577 130594610 0.492732447993158 0.854
"2" "AAK1" 27 1000 69538630 69724481 9.06070849511804 0.878
"2" "AAMP" 17 1000 218837095 218843137 3.13528865151316 0.898
"2" "ABCA12" 35 1e+05 215504510 215711396 67.502761516575 0.05364
"2" "ABCB11" 91 1000 169487694 169596079 72.6510541126056 0.537
"2" "ABCB6" 25 1000 219782737 219791916 19.4336442379504 0.5
"2" "ABCG5" 37 1000 43893114 43919462 13.8237148740472 0.96
"2" "ABCG8" 43 1000 43919606 43959109 16.9875321610445 0.966
"2" "ABHD1" 17 1000 27200160 27207184 11.5733098544915 0.521
"2" "ABI2" 12 1000 203901247 204005137 9.37868197997359 0.479
"2" "ACADL" 10 1000 210760960 210798460 9.61554164007194 0.346
"2" "ACCN4" 23 1000 220087295 220111738 25.1538709677602 0.32
"2" "ACMSD" 11 1000 135312655 135376072 16.5940816039115 0.205
"2" "ACOXL" 84 1000 111206679 111568392 77.5481508072263 0.509
"2" "ACP1" 20 1000 254871 268282 30.0407016804237 0.194
"2" "ACSL3" 24 1000 223433975 223516363 34.7729602841999 0.161
"2" "ACTG2" 26 1000 73973600 74000288 28.6039691704082 0.335
"2" "ACTR1B" 9 1000 97638862 97646816 2.20079480075965 0.898
"2" "ACTR2" 17 1000 65308405 65351891 13.5075949360057 0.532
"2" "ACTR3" 15 1000 114364006 114432637 4.98564555348055 0.896
"2" "ACVR1" 23 1000 158301204 158440620 6.46111635759445 0.972
"2" "ACVR1C" 24 1000 158091524 158193645 31.0446160099303 0.252
"2" "ACVR2A" 8 1000 148319039 148404863 14.36895941669 0.151
"2" "ACYP2" 38 1000 54195913 54385939 40.3771436506227 0.356
"2" "ADAM17" 17 1e+05 9546861 9613368 61.8684309539154 0.01864
"2" "ADAM23" 44 1000 207016612 207190924 42.8614319967956 0.422
"2" "ADCY3" 27 1000 24895541 24995559 39.6228528407408 0.189
"2" "ADD2" 59 1000 70742770 70848837 47.8409800613426 0.558
"2" "ADI1" 26 1000 3480696 3502354 8.88070844966154 0.863
"2" "ADRA2B" 11 1000 96142349 96145615 5.12300165945684 0.63
"2" "AFF3" 83 1000 99530147 100125469 100.140261937052 0.266
"2" "AFTPH" 26 1000 64604968 64673642 7.97300953271423 0.954
"2" "AGBL5" 13 1000 27127994 27146994 3.83613930709923 0.639
"2" "AGPS" 13 1000 177965716 178116810 4.78505604675986 0.726
"2" "AGXT" 20 1000 241456834 241467209 3.14211649321137 0.985
"2" "AHSA2" 10 1000 61258324 61267562 9.98295650292642 0.361
"2" "ALK" 216 1000 29269143 29997936 236.518470691569 0.324
"2" "ALLC" 42 1000 3683660 3728135 23.0107171129733 0.856
"2" "ALMS1" 25 1000 73466393 73690554 48.908058729671 0.11
"2" "ALPI" 16 1000 233029076 233032986 9.03947294347496 0.763
"2" "ALPP" 13 1e+05 232951591 232955843 34.6803425777529 0.02085
"2" "ALPPL2" 15 1000 232979795 232983669 17.9773655556137 0.314
"2" "ALS2" 35 1000 202273521 202353983 45.8126482189309 0.205
"2" "ALS2CR11" 31 1000 202060393 202192146 32.1609941029068 0.36
"2" "ALS2CR12" 25 1000 201861391 201930346 5.66956577314612 0.967
"2" "ALS2CR13" 24 1e+05 203208455 203342725 55.1327129182387 0.04609
"2" "ALS2CR2" 14 1000 202024636 202053819 8.42655045158275 0.565
"2" "ALS2CR4" 24 1000 202193151 202216469 35.8481286391435 0.142
"2" "ALS2CR8" 12 1e+05 203485222 203559305 25.0566456805071 0.07887
"2" "AMMECR1L" 16 1000 128335675 128358904 12.675802211211 0.518
"2" "ANAPC1" 13 1000 112243110 112358212 8.25009346699741 0.67
"2" "ANKAR" 17 1000 190249674 190319615 1.49510614446732 0.99
"2" "ANKMY1" 46 1000 241067511 241146078 31.7866222168821 0.718
"2" "ANKRD23" 11 1000 96867377 96873485 2.14430114804521 0.856
"2" "ANKRD36" 1 1000 97143080 97148109 0.616368457168789 0.435
"2" "ANKRD36B" 1 1000 97487692 97572761 0.334536438232698 0.571
"2" "ANKRD39" 14 1000 96877450 96887483 5.54285363544432 0.71
"2" "ANKRD44" 32 1e+05 197567494 197771007 66.8593694741317 0.05916
"2" "ANKRD53" 21 1000 71059082 71066137 19.7874857351567 0.475
"2" "ANKRD57" 9 1e+05 109729199 109733853 28.6667775955107 0.02468
"2" "ANKZF1" 19 1000 219802722 219809635 11.2023881312997 0.593
"2" "ANTXR1" 59 1000 69093992 69329806 46.2976515247459 0.654
"2" "ANXA4" 24 1000 69822630 69907100 20.5681199206779 0.466
"2" "AOX1" 86 1000 201158975 201244462 33.5687008923747 0.952
"2" "AP1S3" 27 1000 224328290 224410563 25.1354215178627 0.435
"2" "APOB" 27 1000 21077805 21120450 11.885334526613 0.849
"2" "AQP12A" 28 1000 241279934 241286573 41.0504300753693 0.178
"2" "AQP12B" 27 1000 241264507 241270990 42.260223086412 0.154
"2" "ARHGAP15" 111 1000 143603368 144242391 100.362724872215 0.594
"2" "ARHGAP25" 60 1000 68815471 68907461 40.1226883590987 0.782
"2" "ARHGEF4" 27 1000 131390693 131521306 22.8152133414589 0.495
"2" "ARID5A" 10 1000 96566190 96582098 15.819749413908 0.189
"2" "ARL4C" 20 1000 235066424 235070432 14.3754396179932 0.655
"2" "ARL5A" 15 1e+05 152365725 152393255 57.3959747285411 0.01169
"2" "ARL6IP2" 14 1000 38376627 38457919 9.08344927075646 0.669
"2" "ARL6IP6" 21 1000 153283375 153325669 6.81477945035317 0.921
"2" "ARMC9" 26 1000 231771585 231918158 8.8111456305168 0.902
"2" "ARPC2" 20 1000 218790118 218827316 4.51157586261234 0.901
"2" "ASB1" 17 1000 239000364 239025630 28.5338610209001 0.137
"2" "ASB18" 19 1e+05 236768253 236837727 39.5033529279651 0.07996
"2" "ASB3" 34 1e+05 53750621 53867583 102.463610050571 0.01082
"2" "ASCC3L1" 17 1000 96303800 96334988 9.04864929388608 0.635
"2" "ASNSD1" 13 1000 190234390 190243800 1.53793926935988 0.99
"2" "ASPRV1" 15 1000 70040727 70042901 16.8961390197281 0.346
"2" "ASTL" 13 1000 96153315 96167902 7.55303932727348 0.594
"2" "ASXL2" 15 1000 25815756 25954816 8.74189646076894 0.641
"2" "ATAD2B" 15 1000 23825037 24003438 5.02178248850511 0.858
"2" "ATF2" 19 1000 175647251 175741143 23.3764527707189 0.269
"2" "ATG16L1" 36 1000 233824955 233869059 13.1210793688616 0.956
"2" "ATG9A" 26 1000 219792345 219802605 18.9774862058764 0.516
"2" "ATIC" 26 1000 215884936 215922724 28.3260178788995 0.322
"2" "ATOH8" 38 1000 85834532 85868698 24.9704831138242 0.753
"2" "ATP5G3" 12 1000 175749231 175754736 20.5185785623908 0.148
"2" "ATP6V1B1" 30 1000 71016505 71046069 31.3620761122518 0.367
"2" "ATP6V1C2" 30 1e+05 10779225 10842687 62.9010324567139 0.04495
"2" "ATP6V1E2" 27 1000 46592489 46600600 12.5976851414424 0.792
"2" "AUP1" 11 1000 74607282 74610482 3.13711034402793 0.762
"2" "B3GALT1" 28 1000 168383427 168435612 19.7791150127635 0.605
"2" "B3GNT2" 18 1e+05 62276765 62305370 31.719708234599 0.11847
